Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
0.38139999999999996,0.0,0.0,0.18569999999999998,0.0,0.11045999999999999,0.7843,0.028,22.489328168
0.2958,0.0,0.0,0.18569999999999998,0.0,0.10914000000000001,0.7693,0.028,25.216895223999998
0.228,0.3421,0.0,0.18569999999999998,0.0,0.09558,0.6742999999999999,0.028,39.699338604
0.22080000000000002,0.1472,0.0,0.18569999999999998,0.0,0.1055,0.7443,0.007,13.089012384
0.31610000000000005,0.2107,0.0,0.18569999999999998,0.0,0.0977,0.6892999999999999,0.028,38.70028788
0.1357,0.2035,0.0,0.18569999999999998,0.0,0.10762000000000001,0.7593,0.007,7.507014687999999
0.2381,0.0,0.0,0.18569999999999998,0.0,0.11188,0.7893,0.028,17.576122192
0.3392,0.0,0.0,0.18569999999999998,0.0,0.10692,0.7543,0.007,21.179323768
0.1357,0.2035,0.0,0.18569999999999998,0.0,0.10762000000000001,0.7593,0.028,18.19871902
0.1935,0.2902,0.0,0.18569999999999998,0.0,0.09982,0.7042999999999999,0.007,17.200357771999997
0.2035,0.1357,0.0,0.18569999999999998,0.0,0.10762000000000001,0.7593,0.028,22.629981272
0.2902,0.1935,0.0,0.18569999999999998,0.0,0.09982,0.7042999999999999,0.007,21.859147104
0.1819,0.2728,0.0,0.18569999999999998,0.0,0.10124,0.7142999999999999,0.007,12.37264682
0.1703,0.1555,0.0,0.18569999999999998,0.0,0.10265999999999999,0.7242999999999999,0.028,25.726417988
0.2107,0.31610000000000005,0.0,0.18569999999999998,0.0,0.0977,0.6892999999999999,0.028,37.813621743999995
0.228,0.3421,0.0,0.18569999999999998,0.0,0.09558,0.6742999999999999,0.007,21.917063088
0.2902,0.1935,0.0,0.18569999999999998,0.0,0.09982,0.7042999999999999,0.028,33.0431373
0.38139999999999996,0.0,0.0,0.18569999999999998,0.0,0.11045999999999999,0.7843,0.007,14.54104884
0.2382,0.15880000000000002,0.0,0.18569999999999998,0.0,0.10405999999999999,0.7343,0.028,26.91369566
0.18619999999999998,0.12409999999999999,0.0,0.18569999999999998,0.0,0.10834,0.7643,0.007,7.995853172
0.3392,0.0,0.0,0.18569999999999998,0.0,0.10692,0.7543,0.028,31.899986092
0.2381,0.0,0.0,0.18569999999999998,0.0,0.11188,0.7893,0.007,10.335934715999999
0.2525,0.0,0.0,0.18569999999999998,0.0,0.11116,0.7843,0.028,19.765208492
0.3825,0.0,0.0,0.18569999999999998,0.0,0.10478,0.7393,0.028,37.437857324
0.2525,0.0,0.0,0.18569999999999998,0.0,0.11116,0.7843,0.007,11.483912255999998
0.31610000000000005,0.2107,0.0,0.18569999999999998,0.0,0.0977,0.6892999999999999,0.007,24.437787344
0.18619999999999998,0.12409999999999999,0.0,0.18569999999999998,0.0,0.10834,0.7643,0.028,17.596806471999997
0.1703,0.1555,0.0,0.18569999999999998,0.0,0.10265999999999999,0.7242999999999999,0.007,10.730314988
0.2728,0.1819,0.0,0.18569999999999998,0.0,0.10124,0.7142999999999999,0.028,31.38150014
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.003,13.22414968
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.007,20.96696516
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.014,27.04124872
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.028,32.039949719999996
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.09,35.17017076
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.18,36.44570136
0.339,0.0,0.0,0.197,0.0,0.0968,0.781,0.365,38.89334116
0.236,0.0,0.0,0.194,0.0,0.0968,0.885,0.003,6.467284879999999
0.236,0.0,0.0,0.194,0.0,0.0968,0.885,0.014,12.83804312
0.236,0.0,0.0,0.194,0.0,0.0968,0.885,0.028,18.415903959999998
0.236,0.0,0.0,0.194,0.0,0.0968,0.885,0.09,21.946021079999998
0.236,0.0,0.0,0.193,0.0,0.0968,0.885,0.18,24.104080959999997
0.236,0.0,0.0,0.193,0.0,0.0968,0.885,0.365,25.083136879999998
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.014,21.26343984
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.028,25.965666159999998
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.003,11.36256448
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.09,31.25394708
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.18,32.32952964
0.277,0.0,0.0,0.191,0.0,0.0968,0.856,0.36,33.70158688
0.254,0.0,0.0,0.198,0.0,0.0968,0.863,0.003,9.307926
0.254,0.0,0.0,0.198,0.0,0.0968,0.863,0.09,26.94472208
0.254,0.0,0.0,0.198,0.0,0.0968,0.863,0.18,27.62730332
0.254,0.0,0.0,0.198,0.0,0.0968,0.863,0.365,29.7853632
0.307,0.0,0.0,0.193,0.0,0.0968,0.812,0.18,34.48758952
0.307,0.0,0.0,0.193,0.0,0.0968,0.812,0.365,36.14922668
0.307,0.0,0.0,0.193,0.0,0.0968,0.812,0.003,12.541568439999999
0.307,0.0,0.0,0.193,0.0,0.0968,0.812,0.028,27.53077668
0.307,0.0,0.0,0.193,0.0,0.0968,0.812,0.09,32.922478999999996
0.236,0.0,0.0,0.193,0.0,0.0968,0.885,0.007,9.99050724
0.2,0.0,0.0,0.18,0.0,0.1125,0.845,0.007,7.8393421199999995
0.2,0.0,0.0,0.18,0.0,0.1125,0.845,0.028,12.24509376
0.225,0.0,0.0,0.181,0.0,0.1113,0.833,0.007,11.169511199999999
0.225,0.0,0.0,0.181,0.0,0.1113,0.833,0.028,17.3403214
0.325,0.0,0.0,0.184,0.0,0.1063,0.783,0.007,17.54026944
0.325,0.0,0.0,0.184,0.0,0.1063,0.783,0.028,30.57136584
0.275,0.0,0.0,0.183,0.0,0.1088,0.808,0.007,14.2032056
0.275,0.0,0.0,0.183,0.0,0.1088,0.808,0.028,24.49708228
0.3,0.0,0.0,0.184,0.0,0.1075,0.795,0.007,15.575262839999999
0.3,0.0,0.0,0.184,0.0,0.1075,0.795,0.028,26.848195439999998
0.375,0.0,0.0,0.186,0.0,0.1038,0.758,0.007,26.0621928
0.375,0.0,0.0,0.186,0.0,0.1038,0.758,0.028,38.21075992
0.4,0.0,0.0,0.187,0.0,0.1025,0.745,0.028,43.69898888
0.4,0.0,0.0,0.187,0.0,0.1025,0.745,0.007,30.143890719999998
0.25,0.0,0.0,0.182,0.0,0.11,0.82,0.007,12.73462172
0.25,0.0,0.0,0.182,0.0,0.11,0.82,0.028,20.87043852
0.35,0.0,0.0,0.186,0.0,0.105,0.77,0.007,20.27748916
0.35,0.0,0.0,0.186,0.0,0.105,0.77,0.028,34.29453624
0.2035,0.3053,0.0,0.2035,0.0,0.09634,0.63,0.007,19.539060364
0.2502,0.1668,0.0,0.2035,0.0,0.09776,0.6941,0.09,47.714497103999996
0.157,0.236,0.0,0.192,0.0,0.09354,0.7812,0.09,43.377003588
0.1413,0.212,0.0,0.2035,0.0,0.09717999999999999,0.7485,0.028,29.89223198
0.1668,0.2502,0.0,0.2035,0.0,0.09756000000000001,0.6926,0.003,6.902344236
0.1226,0.1839,0.0,0.2035,0.0,0.09582,0.8001,0.09,33.192064116000005
0.1839,0.1226,0.0,0.2035,0.0,0.09592,0.8,0.003,4.9035533120000006
0.102,0.153,0.0,0.192,0.0,0.0887,0.942,0.003,4.565020596
0.102,0.153,0.0,0.192,0.0,0.0887,0.942,0.09,25.460969728000002
0.1226,0.1839,0.0,0.2035,0.0,0.09582,0.8001,0.028,24.290928956
0.1668,0.2502,0.0,0.2035,0.0,0.09756000000000001,0.6926,0.028,33.947729812
0.2,0.133,0.0,0.192,0.0,0.09654,0.8062,0.003,11.414275179999999
0.1083,0.16240000000000002,0.0,0.2035,0.0,0.09382,0.849,0.028,20.593958644
0.3053,0.2035,0.0,0.2035,0.0,0.09654,0.631,0.007,25.893960655999997
0.1083,0.16240000000000002,0.0,0.2035,0.0,0.09382,0.849,0.09,29.231713971999998
0.116,0.173,0.0,0.192,0.0,0.09097999999999999,0.8919,0.09,31.023662096000002
0.1413,0.212,0.0,0.2035,0.0,0.09717999999999999,0.7485,0.007,10.3938507
0.157,0.236,0.0,0.192,0.0,0.09354,0.7812,0.028,33.664355176
0.133,0.2,0.0,0.192,0.0,0.09274,0.8392000000000001,0.028,27.874825204
0.2502,0.1668,0.0,0.2035,0.0,0.09776,0.6941,0.007,19.35014394
0.173,0.116,0.0,0.192,0.0,0.09468,0.8568,0.007,11.392211948
0.192,0.288,0.0,0.192,0.0,0.09298,0.7161000000000001,0.003,12.788400847999998
0.192,0.288,0.0,0.192,0.0,0.09298,0.7161000000000001,0.028,39.321505756
0.153,0.102,0.0,0.192,0.0,0.0888,0.9431,0.003,4.782205536
0.288,0.192,0.0,0.192,0.0,0.0932,0.7178,0.003,16.10960674
0.3053,0.2035,0.0,0.2035,0.0,0.09654,0.631,0.028,43.377003588
0.236,0.157,0.0,0.192,0.0,0.09726,0.7491,0.007,20.416073836
0.173,0.116,0.0,0.192,0.0,0.09468,0.8568,0.003,6.940954892
0.212,0.1413,0.0,0.2035,0.0,0.09734,0.75,0.007,15.030576799999999
0.236,0.157,0.0,0.192,0.0,0.09726,0.7491,0.003,13.565440299999999
0.1839,0.1226,0.0,0.2035,0.0,0.09592,0.8,0.09,32.53292506
0.1668,0.2502,0.0,0.2035,0.0,0.09756000000000001,0.6926,0.007,15.748321315999998
0.102,0.153,0.0,0.192,0.0,0.0887,0.942,0.007,7.675936308
0.288,0.192,0.0,0.192,0.0,0.0932,0.7178,0.028,38.804398756000005
0.212,0.1413,0.0,0.2035,0.0,0.09734,0.75,0.028,33.003837168
0.102,0.153,0.0,0.192,0.0,0.0887,0.942,0.028,17.275510655999998
0.173,0.116,0.0,0.192,0.0,0.09468,0.8568,0.028,24.281965768
0.1839,0.1226,0.0,0.2035,0.0,0.09592,0.8,0.028,24.046164976
0.133,0.2,0.0,0.192,0.0,0.09274,0.8392000000000001,0.09,36.588422892
0.192,0.288,0.0,0.192,0.0,0.09298,0.7161000000000001,0.09,50.732333556
0.133,0.2,0.0,0.192,0.0,0.09274,0.8392000000000001,0.007,13.664035367999999
0.3053,0.2035,0.0,0.2035,0.0,0.09654,0.631,0.003,14.143910664
0.236,0.157,0.0,0.192,0.0,0.09726,0.7491,0.09,47.782065751999994
0.1083,0.16240000000000002,0.0,0.2035,0.0,0.09382,0.849,0.003,2.331807832
0.157,0.236,0.0,0.192,0.0,0.09354,0.7812,0.007,16.889404096
0.288,0.192,0.0,0.192,0.0,0.0932,0.7178,0.007,23.523542168
0.212,0.1413,0.0,0.2035,0.0,0.09734,0.75,0.003,6.8085755
0.212,0.1413,0.0,0.2035,0.0,0.09734,0.75,0.09,39.700028079999996
0.153,0.102,0.0,0.192,0.0,0.0888,0.9431,0.028,17.96429718
0.236,0.157,0.0,0.192,0.0,0.09726,0.7491,0.028,32.88455782
0.116,0.173,0.0,0.192,0.0,0.09097999999999999,0.8919,0.028,22.347985588
0.1839,0.1226,0.0,0.2035,0.0,0.09592,0.8,0.007,10.787541496
0.1083,0.16240000000000002,0.0,0.2035,0.0,0.09382,0.849,0.007,7.723510152
0.2035,0.3053,0.0,0.2035,0.0,0.09634,0.63,0.028,41.684340008
0.2035,0.3053,0.0,0.2035,0.0,0.09634,0.63,0.003,9.561653168
0.133,0.2,0.0,0.192,0.0,0.09274,0.8392000000000001,0.003,6.883728383999999
0.288,0.192,0.0,0.192,0.0,0.0932,0.7178,0.09,50.526869708
0.2,0.133,0.0,0.192,0.0,0.09654,0.8062,0.007,17.165883972
0.2,0.133,0.0,0.192,0.0,0.09654,0.8062,0.028,30.439675923999996
0.2502,0.1668,0.0,0.2035,0.0,0.09776,0.6941,0.003,9.731264264
0.1226,0.1839,0.0,0.2035,0.0,0.09582,0.8001,0.003,3.31982694
0.153,0.102,0.0,0.192,0.0,0.0888,0.9431,0.09,26.322814728
0.2,0.133,0.0,0.192,0.0,0.09654,0.8062,0.09,43.25082948
0.116,0.173,0.0,0.192,0.0,0.09097999999999999,0.8919,0.003,6.280436883999999
0.173,0.116,0.0,0.192,0.0,0.09468,0.8568,0.09,32.102692036
0.2502,0.1668,0.0,0.2035,0.0,0.09776,0.6941,0.028,36.964187312
0.3053,0.2035,0.0,0.2035,0.0,0.09654,0.631,0.09,54.598914963999995
0.192,0.288,0.0,0.192,0.0,0.09298,0.7161000000000001,0.007,21.48062478
0.157,0.236,0.0,0.192,0.0,0.09354,0.7812,0.003,9.694722036
0.153,0.102,0.0,0.192,0.0,0.0888,0.9431,0.007,8.374375495999999
0.1413,0.212,0.0,0.2035,0.0,0.09717999999999999,0.7485,0.09,39.6621069
0.116,0.173,0.0,0.192,0.0,0.09097999999999999,0.8919,0.007,10.089791784
0.1413,0.212,0.0,0.2035,0.0,0.09717999999999999,0.7485,0.003,4.827710952
0.1226,0.1839,0.0,0.2035,0.0,0.09582,0.8001,0.007,10.354550567999999
0.1668,0.2502,0.0,0.2035,0.0,0.09756000000000001,0.6926,0.09,43.565230536
0.2035,0.3053,0.0,0.2035,0.0,0.09634,0.63,0.09,51.863763672
0.31,0.0,0.0,0.192,0.0,0.1012,0.83,0.003,11.85209244
0.31,0.0,0.0,0.192,0.0,0.1012,0.83,0.007,17.24379476
0.31,0.0,0.0,0.192,0.0,0.1012,0.83,0.028,27.827251359999998
0.31,0.0,0.0,0.192,0.0,0.1012,0.83,0.09,35.763120119999996
0.31,0.0,0.0,0.192,0.0,0.1012,0.83,0.12,38.70028788
0.331,0.0,0.0,0.192,0.0,0.1025,0.821,0.003,14.306626999999999
0.331,0.0,0.0,0.192,0.0,0.1025,0.821,0.007,17.43684804
0.331,0.0,0.0,0.192,0.0,0.1025,0.821,0.028,31.74347504
0.331,0.0,0.0,0.192,0.0,0.1025,0.821,0.09,37.91428524
0.331,0.0,0.0,0.192,0.0,0.1025,0.821,0.12,39.382869119999995
0.349,0.0,0.0,0.192,0.0,0.1056,0.809,0.003,15.87173752
0.349,0.0,0.0,0.192,0.0,0.1056,0.809,0.007,9.011451319999999
0.349,0.0,0.0,0.192,0.0,0.1056,0.809,0.028,33.60506024
0.349,0.0,0.0,0.192,0.0,0.1056,0.809,0.09,40.65839972
0.349,0.0,0.0,0.192,0.0,0.1056,0.809,0.12,40.85834776
0.238,0.0,0.0,0.186,0.0,0.1119,0.789,0.007,12.052040479999999
0.238,0.0,0.0,0.186,0.0,0.1119,0.789,0.028,17.54026944
0.296,0.0,0.0,0.186,0.0,0.109,0.769,0.007,18.91232668
0.296,0.0,0.0,0.186,0.0,0.109,0.769,0.028,25.17966352
0.297,0.0,0.0,0.186,0.0,0.104,0.734,0.007,30.9574724
0.48,0.0,0.0,0.192,0.0,0.0936,0.721,0.028,43.892042159999995
0.48,0.0,0.0,0.192,0.0,0.0936,0.721,0.09,54.27555072
0.397,0.0,0.0,0.186,0.0,0.104,0.734,0.028,36.93522932
0.281,0.0,0.0,0.186,0.0,0.1104,0.774,0.007,14.49968028
0.281,0.0,0.0,0.185,0.0,0.1104,0.774,0.028,22.435549039999998
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.001,12.63809508
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.003,26.0621928
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.007,33.21205892
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.014,36.93522932
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.028,44.0919902
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.007,52.61391356
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.014,59.76377968
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.028,67.30664712
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.09,69.65776027999999
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.18,71.62276688
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.27,74.16693332
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.007,18.12632404
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.014,22.53207568
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.028,27.337723399999998
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.056,29.97841648
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.09,31.35047372
0.35,0.0,0.0,0.203,0.0,0.0974,0.775,0.18,32.72253096
0.385,0.0,0.0,0.186,0.0,0.0966,0.763,0.001,6.26733684
0.385,0.0,0.0,0.186,0.0,0.0966,0.763,0.003,14.699628319999999
0.385,0.0,0.0,0.186,0.0,0.0966,0.763,0.007,23.221551679999997
0.385,0.0,0.0,0.186,0.0,0.0966,0.763,0.014,27.923778
0.385,0.0,0.0,0.186,0.0,0.0966,0.763,0.028,31.35047372
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.18,38.99676256
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.36,41.244454319999996
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.003,14.98920824
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.003,13.52062436
0.382,0.0,0.0,0.186,0.0,0.1047,0.739,0.007,24.00065956
0.382,0.0,0.0,0.186,0.0,0.1047,0.739,0.028,37.42475728
0.382,0.0,0.0,0.186,0.0,0.1111,0.784,0.007,11.46598588
0.281,0.0,0.0,0.186,0.0,0.1104,0.774,0.028,22.435549039999998
0.339,0.0,0.0,0.185,0.0,0.1069,0.754,0.007,21.160018439999998
0.339,0.0,0.0,0.185,0.0,0.1069,0.754,0.028,31.84000168
0.295,0.0,0.0,0.185,0.0,0.1069,0.769,0.007,14.796154959999999
0.295,0.0,0.0,0.185,0.0,0.1069,0.769,0.028,25.17966352
0.238,0.0,0.0,0.185,0.0,0.1118,0.789,0.028,17.54026944
0.296,0.0,0.0,0.192,0.0,0.1085,0.765,0.007,14.2032056
0.296,0.0,0.0,0.192,0.0,0.1085,0.765,0.028,21.6495464
0.296,0.0,0.0,0.192,0.0,0.1085,0.765,0.09,29.39236188
0.331,0.0,0.0,0.192,0.0,0.0879,0.825,0.003,13.52062436
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.007,16.26473884
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.028,31.44700036
0.331,0.0,0.0,0.192,0.0,0.0978,0.825,0.09,37.231704
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.007,18.12632404
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.028,32.72253096
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.09,39.48629052
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.18,41.05140104
0.349,0.0,0.0,0.192,0.0,0.1047,0.806,0.36,42.126983599999996
0.302,0.0,0.0,0.203,0.0,0.0974,0.817,0.014,18.12632404
0.302,0.0,0.0,0.203,0.0,0.0974,0.817,0.18,26.74477404
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.18,61.921839559999995
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.09,47.22221124
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.18,51.04190828
0.5,0.0,0.0,0.2,0.0,0.1125,0.613,0.27,55.15808
0.54,0.0,0.0,0.173,0.0,0.1125,0.613,0.003,41.63745564
0.252,0.0,0.0,0.185,0.0,0.1111,0.784,0.007,13.71367764
0.252,0.0,0.0,0.185,0.0,0.1111,0.784,0.028,19.691434559999998
0.339,0.0,0.0,0.185,0.0,0.106,0.754,0.028,31.6469484
0.393,0.0,0.0,0.192,0.0,0.094,0.758,0.003,19.10537996
0.393,0.0,0.0,0.192,0.0,0.094,0.758,0.028,39.58281716
0.393,0.0,0.0,0.192,0.0,0.094,0.758,0.09,48.79421652
0.382,0.0,0.0,0.185,0.0,0.1047,0.739,0.007,24.00065956
0.382,0.0,0.0,0.185,0.0,0.1047,0.739,0.028,37.42475728
0.252,0.0,0.0,0.186,0.0,0.1111,0.784,0.007,11.46598588
0.252,0.0,0.0,0.185,0.0,0.1111,0.784,0.028,19.691434559999998
0.31,0.0,0.0,0.192,0.0,0.097,0.85,0.007,14.98920824
0.31,0.0,0.0,0.192,0.0,0.097,0.85,0.028,27.923778
0.31,0.0,0.0,0.192,0.0,0.097,0.85,0.09,34.6806428
0.31,0.0,0.0,0.192,0.0,0.097,0.85,0.18,37.32823064
0.31,0.0,0.0,0.192,0.0,0.097,0.85,0.36,38.11423328
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.003,33.79811352
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.007,42.42345828
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.014,48.401215199999996
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.028,55.94408264
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.09,58.78472376
0.525,0.0,0.0,0.189,0.0,0.1125,0.613,0.27,67.11359384
0.322,0.0,0.0,0.203,0.0,0.0974,0.8,0.014,20.77391188
0.322,0.0,0.0,0.203,0.0,0.0974,0.8,0.028,25.17966352
0.322,0.0,0.0,0.203,0.0,0.0974,0.8,0.18,29.58541516
0.302,0.0,0.0,0.203,0.0,0.0974,0.817,0.028,21.7529678
0.397,0.0,0.0,0.185,0.0,0.104,0.734,0.028,39.0932892
0.48,0.0,0.0,0.192,0.0,0.0936,0.721,0.003,24.39366088
0.522,0.0,0.0,0.146,0.0,0.0896,0.896,0.007,50.511011759999995
0.522,0.0,0.0,0.146,0.0,0.0896,0.896,0.028,74.98740975999999
0.273,0.105,0.082,0.21,0.09,0.0904,0.68,0.028,37.16965116
0.162,0.19,0.148,0.179,0.19,0.0838,0.741,0.028,33.75674496
0.154,0.144,0.112,0.22,0.1,0.0923,0.658,0.028,16.49916068
0.147,0.115,0.089,0.202,0.09,0.086,0.829,0.028,19.98790924
0.152,0.178,0.139,0.168,0.18,0.0944,0.695,0.028,36.34917472
0.31,0.143,0.111,0.168,0.22,0.0914,0.651,0.028,33.68779736
0.144,0.0,0.175,0.158,0.18,0.0943,0.844,0.028,15.41668336
0.304,0.14,0.0,0.214,0.06,0.0895,0.722,0.028,33.41890172
0.374,0.0,0.0,0.19,0.07,0.1013,0.73,0.028,39.05192064
0.159,0.149,0.116,0.175,0.15,0.0953,0.72,0.028,27.67556664
0.153,0.239,0.0,0.2,0.06,0.1002,0.684,0.028,26.8550902
0.31,0.143,0.0,0.168,0.1,0.0914,0.804,0.028,45.2985732
0.305,0.0,0.1,0.196,0.1,0.0959,0.705,0.028,30.12320644
0.151,0.0,0.184,0.167,0.12,0.0991,0.772,0.028,15.568368079999999
0.142,0.167,0.13,0.174,0.11,0.0883,0.785,0.028,44.6090972
0.298,0.137,0.107,0.201,0.06,0.0878,0.655,0.028,53.52402188
0.321,0.164,0.0,0.19,0.05,0.087,0.774,0.028,57.21271848
0.366,0.187,0.0,0.191,0.07,0.0824,0.757,0.028,65.90701084
0.28,0.129,0.1,0.172,0.09,0.0825,0.805,0.028,52.82075636
0.252,0.097,0.076,0.194,0.08,0.0835,0.821,0.028,33.398217439999996
0.165,0.0,0.15,0.182,0.12,0.1023,0.729,0.028,18.0297974
0.156,0.243,0.0,0.18,0.11,0.1022,0.698,0.028,37.36270444
0.16,0.188,0.146,0.203,0.11,0.0829,0.71,0.028,32.83974188
0.298,0.0,0.107,0.186,0.06,0.0879,0.815,0.028,42.63719584
0.318,0.0,0.126,0.21,0.06,0.0861,0.737,0.028,40.0585556
0.287,0.121,0.094,0.188,0.09,0.0904,0.696,0.028,41.940825079999996
0.326,0.166,0.0,0.174,0.09,0.0882,0.79,0.028,61.232363559999996
0.356,0.0,0.142,0.193,0.11,0.0801,0.778,0.028,40.865242519999995
0.132,0.207,0.161,0.179,0.05,0.0867,0.736,0.028,33.301690799999996
0.322,0.149,0.0,0.186,0.08,0.0951,0.709,0.028,52.42086028
0.164,0.0,0.2,0.181,0.13,0.0849,0.846,0.028,15.08573488
0.314,0.0,0.113,0.17,0.1,0.0925,0.783,0.028,38.45897128
0.321,0.0,0.128,0.182,0.11,0.087,0.78,0.028,37.25928304
0.14,0.164,0.128,0.237,0.06,0.0869,0.656,0.028,35.225328839999996
0.288,0.121,0.0,0.177,0.07,0.0908,0.829,0.028,42.13387836
0.298,0.0,0.107,0.21,0.11,0.088,0.744,0.028,31.874475479999997
0.265,0.111,0.086,0.195,0.06,0.0833,0.79,0.028,41.540929
0.16,0.25,0.0,0.168,0.12,0.1049,0.688,0.028,39.45181672
0.166,0.26,0.0,0.183,0.13,0.0859,0.827,0.028,37.91428524
0.276,0.116,0.09,0.18,0.09,0.087,0.768,0.028,44.27814872
0.322,0.0,0.116,0.196,0.1,0.0818,0.813,0.028,31.17810472
0.149,0.139,0.109,0.193,0.06,0.0892,0.78,0.028,23.69039536
0.159,0.187,0.0,0.176,0.11,0.099,0.789,0.028,32.763899519999995
0.261,0.1,0.078,0.201,0.09,0.0864,0.761,0.028,32.39847724
0.237,0.092,0.071,0.247,0.06,0.0853,0.695,0.028,28.62704352
0.313,0.0,0.113,0.178,0.08,0.1002,0.689,0.028,36.80422888
0.155,0.183,0.0,0.193,0.09,0.1047,0.697,0.028,18.28490352
0.146,0.23,0.0,0.202,0.03,0.0827,0.872,0.028,33.0603742
0.296,0.0,0.107,0.221,0.11,0.0819,0.778,0.028,31.419421319999998
0.133,0.21,0.0,0.196,0.03,0.0949,0.795,0.028,31.026419999999998
0.313,0.145,0.0,0.178,0.08,0.0867,0.824,0.028,44.38846488
0.152,0.0,0.112,0.184,0.08,0.0992,0.816,0.028,12.17614616
0.153,0.145,0.113,0.178,0.08,0.1002,0.689,0.028,25.55887532
0.14,0.133,0.103,0.2,0.07,0.0916,0.753,0.028,36.4388066
0.149,0.236,0.0,0.176,0.13,0.0847,0.893,0.028,32.956952799999996
0.3,0.0,0.12,0.212,0.1,0.0878,0.728,0.028,23.83518532
0.153,0.145,0.113,0.178,0.08,0.0867,0.824,0.028,26.22766704
0.148,0.0,0.137,0.158,0.16,0.1002,0.83,0.028,17.95395504
0.326,0.0,0.138,0.199,0.11,0.0801,0.792,0.028,40.679083999999996
0.153,0.145,0.0,0.178,0.08,0.1,0.822,0.028,19.00885332
0.262,0.111,0.086,0.195,0.05,0.0895,0.733,0.028,33.7153764
0.158,0.0,0.195,0.22,0.11,0.0898,0.713,0.028,8.53571288
0.151,0.0,0.185,0.167,0.16,0.1074,0.678,0.028,13.45857152
0.273,0.0,0.09,0.199,0.11,0.0931,0.762,0.028,32.23989776
0.149,0.118,0.092,0.183,0.07,0.0953,0.78,0.028,23.51802636
0.143,0.169,0.143,0.191,0.08,0.0967,0.643,0.028,29.72331036
0.26,0.101,0.078,0.171,0.1,0.0936,0.763,0.028,49.77327244
0.313,0.161,0.0,0.178,0.1,0.0917,0.759,0.028,52.44154456
0.284,0.12,0.0,0.168,0.07,0.097,0.794,0.028,40.93419012
0.336,0.0,0.0,0.182,0.03,0.0986,0.817,0.028,44.86420332
0.145,0.0,0.134,0.181,0.11,0.0979,0.812,0.028,13.19657064
0.15,0.237,0.0,0.174,0.12,0.1069,0.675,0.028,37.431652039999996
0.144,0.17,0.133,0.192,0.08,0.0814,0.805,0.028,29.86810032
0.331,0.17,0.0,0.195,0.08,0.0811,0.802,0.028,56.61287436
0.155,0.0,0.143,0.193,0.09,0.1047,0.697,0.028,12.45883132
